IdYearly,Station,Dates,pH,Dissolved Oxygen (mg/L),Water Temperature (°C),Suspended solids (mg/L),Conductivity (µS/cm),5-Day Biochemical Oxygen Demand (mg/L),Ammonia-Nitrogen (mg/L),Total Phosphorus (mg/L),Nitrate-Nitrogen (mg/L),Nitrite-Nitrogen (mg/L)
419,PR6,4/21/2017,7.4,7.8,24.3,1,110,5.2,0.31,0.11,1.6,0.044
420,PR6,5/22/2017,7.3,8,23.1,4,125,1.1,0.16,0.13,2.4,0.033
421,PR6,6/19/2017,6.9,8.2,24.8,5,114,0.5,0.033,0.07,1.4,0.008
422,PR6,7/28/2017,7.4,8.5,27.4,1.5,121,0.3,0.053,0.06,1.4,0.017
423,PR6,8/21/2017,7,8.1,29.2,1.4,169,0.6,0.12,0.08,1.5,0.011
424,PR6,9/21/2017,7.4,8,26.9,1.7,72,1.2,0.14,0.07,1.4,0.016
425,PR6,10/25/2017,7.1,8.5,23.5,0.8,120,0.8,0.15,0.08,1.4,0.029
426,PR6,11/20/2017,6.5,9.3,20.3,1.2,121,1.3,0.14,0.09,1.7,0.041
427,PR6,12/13/2017,6.9,8.9,18.3,1.9,127,1.6,0.28,0.1,1.5,0.054
428,PR7,1/18/2017,7.6,9.4,19.2,2.8,692,1.3,0.1,0.08,0.96,0.026
429,PR7,2/17/2017,7.7,9.8,19.5,3.2,1179,1.3,0.16,0.11,0.82,0.035
430,PR7,3/20/2017,8.5,8.8,21,2.9,3930,1.6,0.14,0.09,0.82,0.042
431,PR7,4/21/2017,8,8.5,24.9,1.7,992,1.4,0.13,0.1,1,0.046
432,PR7,5/22/2017,7.9,8,23.5,3.9,307,2.4,0.19,0.11,1.2,0.053
433,PR7,6/19/2017,6.9,8.3,24.9,6.3,89,0.7,0.042,0.05,0.46,0.009
434,PR7,7/28/2017,7.5,8.2,28.1,1.7,583,0.6,0.051,0.04,0.33,0.027
435,PR7,8/21/2017,7.9,7.5,30.4,2.4,13106,0.7,0.073,0.1,0.51,0.012
436,PR7,9/21/2017,8,7.8,27.4,1.8,2674,1.2,0.056,0.05,0.51,0.01
437,PR7,10/25/2017,8.2,9.1,24.4,2.2,541,0.9,0.06,0.06,0.57,0.014
438,PR7,11/20/2017,7.3,8.7,21.6,2.8,10045,1,0.12,0.07,0.67,0.019
439,PR7,12/13/2017,7.2,9.1,19,2.6,1083,0.9,0.12,0.06,0.79,0.028
440,PR8,1/18/2017,7.8,8.5,19.4,1.8,245,4.1,0.13,0.14,1.3,0.043
441,PR8,2/17/2017,7.8,8.4,19.2,3,538,5.3,0.25,0.14,1,0.062
442,PR8,3/20/2017,10.7,7.9,20.9,5.8,489,7.6,0.33,0.14,1.1,0.1
443,PR8,4/21/2017,8,7.4,24.2,1.8,413,5.6,0.06,0.09,1.1,0.058
444,PR8,5/22/2017,8.9,7.8,23.5,3.6,420,5,0.27,0.15,1.5,0.1
445,PR8,6/19/2017,7,8.1,24.8,5.1,109,0.8,0.051,0.05,0.59,0.013
446,PR8,7/28/2017,7.6,8.1,27.7,2.4,157,2.9,0.079,0.06,0.6,0.031
447,PR8,8/21/2017,7.8,7.7,29.4,1.4,433,2.1,0.033,0.08,0.97,0.026
448,PR8,9/21/2017,9,7.7,27,2.1,478,2.3,0.026,0.08,0.81,0.023
449,PR8,10/25/2017,9,8.2,24.4,1.6,173,2.8,0.063,0.09,0.82,0.021
450,PR8,11/20/2017,7.4,9,21.5,3.1,238,5.7,0.061,0.15,1,0.014
451,PR8,12/13/2017,7.8,8.6,19.2,2.9,179,4.4,0.074,0.09,0.91,0.023
452,RB1,1/4/2017,7.7,10.1,22.3,2.9,149,2.2,0.4,0.28,1.1,0.12
453,RB1,2/6/2017,7.9,10,23,7.4,167,2.4,0.26,0.32,1.5,0.097
454,RB1,3/1/2017,7.9,10.4,20.2,2.1,182,2.6,0.48,0.29,1.2,0.099
455,RB1,4/3/2017,8.1,9.7,25.1,4,204,2.1,0.18,0.28,1.3,0.15
456,RB1,5/4/2017,7.6,8.5,24.1,210,116,19,0.44,1.1,1.1,0.049
457,RB1,6/1/2017,7.8,8.8,31.2,4.3,217,1.7,0.14,0.39,1.3,0.13
458,RB1,7/10/2017,7.1,8.2,28.4,4.2,103,1,0.053,0.16,0.45,0.018
459,RB1,8/2/2017,7.5,8,27.6,3.8,116,1.7,0.15,0.21,0.54,0.044
460,RB1,9/1/2017,7.6,8.3,28.2,2.6,106,1.1,0.079,0.14,0.46,0.015
461,RB1,10/12/2017,7.9,8.9,30.7,5.5,155,2,0.14,0.27,0.77,0.075
462,RB1,11/1/2017,7.5,9.2,24.1,3.2,141,1.7,0.24,0.24,0.86,0.064
463,RB1,12/1/2017,7.4,9.2,23.7,2,162,1.1,0.24,0.28,1,0.13
464,RB2,1/4/2017,7.4,8,20.9,5,185,6,1.5,0.26,0.39,0.24
465,RB2,2/6/2017,7.6,8.6,21.2,5.3,194,4.5,1.5,0.32,0.4,0.09
466,RB2,3/1/2017,7.5,9.3,19.2,42,190,37,1.5,0.3,0.78,0.1
467,RB2,4/3/2017,7.6,8,22.2,10,220,4.5,1.5,0.36,0.66,0.23
468,RB2,5/4/2017,7.3,6.1,25.7,29,223,14,1.8,0.83,0.28,0.057
469,RB2,6/1/2017,7.3,7,29.3,5.6,252,6.1,0.85,0.23,1,0.2
470,RB2,7/10/2017,7.1,7.8,27,4.6,134,1.2,0.21,0.18,0.61,0.029
471,RB2,8/2/2017,7.2,7.2,28,3.6,142,3.5,0.46,0.17,0.8,0.067
472,RB2,9/1/2017,6.9,8.2,28.4,3.9,122,1.9,0.2,0.17,0.63,0.024
473,RB2,10/12/2017,7,7.2,28.6,4.7,201,5.3,0.85,0.27,0.65,0.17
474,RB2,11/1/2017,7.3,8.5,22.8,3.2,201,4.6,0.94,0.19,0.56,0.33
475,RB2,12/1/2017,6.8,8.3,22.7,5,208,2.3,1.2,0.34,0.83,0.18
476,RB3,1/4/2017,7.5,10.2,22,8.6,220,5.6,1.6,0.34,0.61,0.16
477,RB3,2/6/2017,7.6,9.9,22,11,272,7.2,1.7,0.71,1.9,0.14
478,RB3,3/1/2017,7.5,7.1,20.2,46,265,11,2.5,0.59,0.84,0.11
479,RB3,4/3/2017,7.5,8.6,23.7,23,263,8.2,2.5,0.49,0.72,0.21
480,RB3,5/4/2017,7.5,6.1,24.9,110,203,25,1.6,0.88,0.74,0.17
481,RB3,6/1/2017,7.4,8,29.9,13,307,10,1.7,0.33,0.86,0.17
482,RB3,7/10/2017,6.9,5.6,29.2,7.6,327,1.6,0.65,0.33,2.4,0.069
483,RB3,8/2/2017,6.9,5.9,28.6,62,142,28,0.48,0.32,0.2,0.24
484,RB3,9/1/2017,7.4,8.9,27.6,4.6,137,1.5,0.14,0.18,0.58,0.031
485,RB3,10/12/2017,7.4,8.1,29.4,6.4,191,3.9,0.58,0.25,0.38,0.13
486,RB3,11/1/2017,7.2,7.6,22.1,5,208,3.3,0.86,0.18,0.84,0.12
487,RB3,12/1/2017,6.9,5.5,21.7,7.1,237,5.3,2,0.44,0.83,0.14
488,TC1,1/20/2017,7.1,8.9,19.4,0.7,51,0.6,0.014,0.02,0.07,0.003
489,TC1,2/23/2017,7,8.4,18.7,2.4,79,0.4,0.032,0.02,0.16,0.002
490,TC1,3/23/2017,7.1,8.7,21.4,2.6,47,0.6,0.005,0.02,0.064,0.002
491,TC1,4/27/2017,6.8,6.2,22.1,1,1248,0.2,0.017,0.02,0.5,0.003
492,TC1,5/29/2017,7.3,7.8,26,0.6,1747,0.2,0.005,0.02,0.18,0.003
493,TC1,6/23/2017,6.4,7.8,26.6,1.2,66,0.3,0.024,0.02,0.2,0.003
494,TC1,7/27/2017,6.3,7.5,26.9,1.6,57,0.1,0.012,0.02,0.099,0.005
495,TC1,8/25/2017,6.6,7.7,27.5,0.5,69,0.2,0.02,0.02,0.23,0.004
496,TC1,9/25/2017,6.4,7.6,28.1,0.9,53,0.3,0.014,0.02,0.13,0.002
497,TC1,10/27/2017,6.8,8.4,23.4,0.7,74,0.3,0.01,0.02,0.081,0.002
498,TC1,11/27/2017,7,8.7,20.1,0.6,65,0.5,0.014,0.02,0.055,0.002
499,TC1,12/15/2017,6.1,8.6,20.2,1.3,71,0.2,0.022,0.02,0.052,0.002
500,TC2,1/20/2017,7.7,9.2,23.4,2.1,72,1.6,0.037,0.03,0.095,0.007
501,TC2,2/23/2017,7.4,9.8,18.4,1.8,73,1.7,0.15,0.03,0.18,0.005
502,TC2,3/23/2017,8.7,9.5,23.4,3.1,45,1.6,0.023,0.02,0.046,0.002
503,TC2,4/27/2017,7.4,8.8,22.8,1.9,140,0.7,0.024,0.02,0.2,0.005
504,TC2,5/29/2017,7.8,7.7,32.4,2.5,2439,0.6,0.042,0.02,0.071,0.003
505,TC2,6/23/2017,8.5,8.7,28.5,1.5,101,0.6,0.018,0.02,0.016,0.002
506,TC2,7/27/2017,7.5,7.7,29.3,1.2,64,0.4,0.016,0.02,0.002,0.002
507,TC2,8/25/2017,8.5,8.2,30.3,0.8,105,0.6,0.032,0.03,0.013,0.002
508,TC2,9/25/2017,7.3,7.5,30.8,1.5,77,0.7,0.061,0.02,0.064,0.003
509,TC2,10/27/2017,8.2,8.6,27.7,1.5,91,0.7,0.008,0.02,0.012,0.002
510,TC2,11/27/2017,7,9.1,21.8,0.9,81,0.8,0.022,0.02,0.097,0.003
511,TC2,12/15/2017,7.4,9.4,21.2,4.3,79,0.2,0.036,0.02,0.074,0.003
512,TC3,1/20/2017,7.8,9,20,3,94,16,0.68,0.11,0.11,0.024
513,TC3,2/23/2017,7.8,8.7,19.4,4.4,81,23,1.1,0.11,0.28,0.026
514,TC3,3/23/2017,7.7,8.4,22,5.2,120,13,1,0.2,0.11,0.023
515,TC3,4/27/2017,7.8,7.9,23,2,122,13,0.44,0.08,0.23,0.026
516,TC3,5/29/2017,8.4,8,27.6,2.2,382,7.9,0.84,0.14,0.17,0.012
517,TC3,6/23/2017,7,8.3,27.4,1,70,1.2,0.16,0.03,0.15,0.005
518,TC3,7/27/2017,7.4,8.1,26.7,0.6,106,1.6,0.22,0.03,0.09,0.003
519,TC3,8/25/2017,7.1,7.9,27.8,0.5,72,1.3,0.33,0.04,0.2,0.004
520,TC3,9/25/2017,7.1,7.8,28.3,1.2,54,1.9,0.2,0.04,0.15,0.005
521,TC3,10/27/2017,7.9,8.6,24.8,2.7,117,4,0.47,0.07,0.13,0.014
522,TC3,11/27/2017,7.9,8.7,21.9,2.5,127,5.5,0.31,0.04,0.16,0.009
523,TC3,12/15/2017,7.3,8.8,20.6,12,113,23,1.2,0.19,0.041,0.018
524,TN1,1/13/2017,7.7,4.4,19.3,20,1376,28,8,0.88,0.63,0.11
525,TN1,2/9/2017,7.8,5.3,18.7,9.8,1097,33,6.6,0.85,0.12,0.13
526,TN1,3/6/2017,7.8,4.1,21,26,1113,27,7.9,0.92,0.42,0.16
527,TN1,4/6/2017,7.7,3.9,23.5,16,503,25,8.2,0.87,0.2,0.18
528,TN1,5/8/2017,7.8,4.2,26.3,8.7,1184,19,6.2,0.88,0.79,0.2
529,TN1,6/5/2017,7.7,5.5,29.7,13,790,17,7.4,0.79,0.51,0.24
530,TN1,7/19/2017,7.8,7.6,28.9,4.7,514,6,2.7,0.46,1.6,0.2
531,TN1,8/18/2017,7.4,3.7,30.4,9.2,1023,20,6.2,0.92,0.58,0.21
532,TN1,9/6/2017,7.5,5.4,28.5,21,3995,11,4.2,0.55,0.82,0.21
533,TN1,10/16/2017,7.5,4.4,27.6,20,1295,28,5.6,0.7,0.042,0.24
534,TN1,11/6/2017,7.7,4.4,24.5,32,1075,32,6.8,0.84,0.52,0.18
535,TN1,12/6/2017,7.3,3.4,22.1,11,858,21,7.7,0.98,0.019,0.017
536,TN2,1/13/2017,7.3,8.8,18.3,1.4,167,2.8,1.1,0.23,1.7,0.037
537,TN2,2/9/2017,7.6,10.2,19.1,2.4,191,4.4,1.3,0.37,2.2,0.036
538,TN2,3/6/2017,7.5,7.3,22,13,252,26,8.5,0.85,0.48,0.25
539,TN2,4/6/2017,7.6,7.5,25,3.8,360,12,6.3,0.71,1.6,0.12
540,TN2,5/8/2017,7.6,8.5,27,6.6,335,8.3,1.4,0.3,3.9,0.086
541,TN2,6/5/2017,7.2,10.7,31.3,5.5,193,3.7,1.9,0.25,3.1,0.099
542,TN2,7/19/2017,7.9,7.8,27.8,23,110,0.3,0.23,0.06,0.96,0.032
543,TN2,8/18/2017,7.4,9.3,30.9,3.8,192,2.5,1,0.27,1.5,0.028
544,TN2,9/6/2017,7.5,8.7,27.9,4.9,133,0.4,0.2,0.06,1.2,0.009
545,TN2,10/16/2017,7.2,7.7,26.4,14,208,3.8,1.3,0.16,1.7,0.054
546,TN2,11/6/2017,7.3,8.9,24.8,4.2,202,5.3,2.9,0.39,1.4,0.072
547,TN2,12/6/2017,7,8.9,22.1,2.8,204,6.1,2.3,0.39,1.6,0.05
548,TN3,1/13/2017,8,6.8,19.4,14,37926,1.5,0.45,0.1,0.23,0.024
549,TN3,2/9/2017,7.8,6.8,17.9,7.5,34840,1.9,0.53,0.08,0.35,0.033
550,TN3,3/6/2017,7.6,4.4,19.6,1.3,24989,5.8,0.79,0.15,0.34,0.075
551,TN3,4/6/2017,7.5,4.4,22.9,10,28336,5.2,0.64,0.08,0.42,0.056
552,TN3,5/8/2017,7.8,5.6,26.7,10,31293,2.5,0.46,0.09,0.5,0.065
553,TN3,6/5/2017,7.6,5.8,29.3,2.6,22374,2,0.45,0.09,0.64,0.066
554,TN3,7/19/2017,7.9,7.4,27.6,5,2562,15,0.31,0.13,1.1,0.056
555,TN3,8/18/2017,7.6,5.5,31.8,3.8,21735,11,0.24,0.32,0.64,0.09
556,TN3,9/6/2017,7.5,4.9,28,1.4,17909,1,0.4,0.08,0.6,0.074
557,TN3,10/16/2017,7.8,5.5,27.5,6.5,26157,3.4,0.52,0.11,0.49,0.047
558,TN3,11/6/2017,8.2,7,24.5,5.6,46231,2,0.29,0.05,0.16,0.033
559,TN3,12/6/2017,7.8,6.4,21.9,5.8,26015,1.7,0.37,0.08,0.16,0.027
560,TN4,1/13/2017,7.9,6.7,19.3,14,36691,1.7,0.46,0.14,0.25,0.023
561,TN4,2/9/2017,7.8,6.6,18.1,7,36272,1.8,0.51,0.08,0.3,0.036
562,TN4,3/6/2017,7.7,5.2,20.5,1,35286,2.6,0.5,0.14,0.3,0.031
563,TN4,4/6/2017,7.7,6,23.5,7.4,32122,1.6,0.64,0.08,0.33,0.052
564,TN4,5/8/2017,7.7,5.4,27.1,3.1,31766,1.8,0.5,0.11,0.47,0.064
565,TN4,6/5/2017,7.8,6.4,30.6,2.7,27597,1.3,0.27,0.1,0.76,0.056
566,TN4,7/19/2017,7.8,7.8,27.8,14,3166,0.6,0.62,0.13,1.1,0.068
567,TN4,8/18/2017,7.7,6.1,32.2,14,23655,1.5,0.3,0.06,0.71,0.045
568,TN4,9/6/2017,7.5,5.5,28.2,5.5,19448,0.7,0.53,0.1,0.6,0.072
569,TN4,10/16/2017,7.8,5.5,27.4,11,25444,1.3,0.66,0.11,0.46,0.046
570,TN4,11/6/2017,8.1,7.1,22.8,2.2,41142,2.1,0.38,0.07,0.19,0.032
571,TN4,12/6/2017,7.6,5.6,21.2,4.4,38018,2,0.5,0.09,0.18,0.025
572,TN5,1/13/2017,8,6.6,19.5,14,37042,1.8,0.42,0.12,0.24,0.022
573,TN5,2/9/2017,7.8,6.7,18.4,7.2,36523,1.5,0.48,0.08,0.31,0.034
574,TN5,3/6/2017,7.7,4.9,19.9,2,31154,4.3,0.74,0.14,0.32,0.058
575,TN5,4/6/2017,7.6,4.9,23.4,11,33525,1.6,0.62,0.09,0.33,0.047
576,TN5,5/8/2017,7.8,5.9,26.8,3.2,29481,1.7,0.42,0.1,0.54,0.059
577,TN5,6/5/2017,7.7,6.2,30.4,2.6,27125,1.6,0.32,0.07,0.7,0.062
578,TN5,7/19/2017,7.8,7.5,27.5,5.6,2945,3.5,0.28,0.08,0.88,0.035
579,TN5,8/18/2017,7.6,5.8,32,3.7,22030,1.6,0.34,0.06,0.67,0.043
580,TN5,9/6/2017,7.6,5.7,28,3.2,18535,1,0.42,0.11,0.64,0.065
581,TN5,10/16/2017,7.9,7.4,27.8,7.8,22806,2,0.63,0.1,0.55,0.041
582,TN5,11/6/2017,8.2,6.9,24.5,14,45993,1.9,0.33,0.07,0.18,0.032
583,TN5,12/6/2017,7.7,5.6,21.5,6.4,39836,2.1,0.39,0.07,0.17,0.03
584,TN6,1/13/2017,7.7,6.5,18.9,13,35800,1.3,0.49,0.14,0.24,0.025
585,TN6,2/9/2017,7.5,6.7,18.1,8.3,37660,1.3,0.42,0.07,0.29,0.032
586,TN6,3/6/2017,7.5,4.5,20.1,2.1,31871,3.1,0.69,0.14,0.32,0.068
587,TN6,4/6/2017,7.5,5.6,23.3,8.4,32118,2.9,0.59,0.08,0.43,0.054
588,TN6,5/8/2017,7.6,7,26.6,5,34101,3.5,0.24,0.09,0.44,0.062
589,TN6,6/5/2017,7.6,6,29.4,2.8,26807,1.7,0.41,0.05,0.56,0.062
590,TN6,7/19/2017,7.6,7.2,27.1,6.6,3053,0.3,0.3,0.09,0.92,0.035
591,TN6,8/18/2017,7.4,4.3,30.7,1.4,22881,2.7,0.52,0.08,0.55,0.087
592,TN6,9/6/2017,7.4,5.2,27.9,1.7,17591,1.1,0.53,0.09,0.64,0.081
593,TN6,10/16/2017,7.8,4.6,27.3,6.8,27018,2.9,0.4,0.09,0.43,0.048
594,TN6,11/6/2017,8,5.8,24.2,16,44329,1.8,0.32,0.06,0.17,0.031
595,TN6,12/6/2017,7.5,5.3,21,2.9,40175,2.6,0.48,0.1,0.16,0.028
596,TR12,1/11/2017,7.7,8.7,20.5,5.4,141,6.4,1.5,0.38,1.3,0.27
597,TR12,2/15/2017,7.6,9.3,18.5,8,185,6,2.2,0.4,0.87,0.31
598,TR12,3/9/2017,7.6,8.9,18.2,6,357,5.9,1.3,0.33,1.5,0.45
599,TR12,4/7/2017,7.9,8.4,25.3,10,234,4.5,1.5,0.5,1.9,0.45
600,TR12,5/11/2017,7.9,8.1,27,21,226,2.8,0.56,0.24,0.76,0.24
601,TR12,6/12/2017,7.3,7.1,28.9,17,182,11,3,0.94,1.2,0.96
602,TR12,7/13/2017,7.3,9,31.3,4.1,291,3.2,1,0.7,3.2,0.92
603,TR12,8/9/2017,7.3,9,29.2,1.6,280,7.6,0.94,0.6,0.81,0.75
604,TR12,9/8/2017,7.2,7.9,27.7,8.3,300,6.7,1.6,0.42,1.5,0.32
605,TR12,10/11/2017,7.4,7.7,28.4,55,173,7.8,0.19,0.23,0.97,0.056
606,TR12,11/10/2017,7.5,8.5,24.9,6.5,135,1.5,0.13,0.15,0.85,0.061
607,TR12,12/8/2017,7.1,9.6,18.1,4.3,75,2.2,0.23,0.27,1.4,0.17
608,TR12B,1/11/2017,7.4,9.5,20.4,0.8,56,1.1,0.026,0.04,0.8,0.013
609,TR12B,2/15/2017,7.4,10,19.2,0.6,52,0.3,0.068,0.03,0.57,0.004
610,TR12B,3/9/2017,8.2,9.6,17.9,0.9,95,0.7,0.028,0.05,1.1,0.006
611,TR12B,4/7/2017,7.7,9.8,26.1,2.9,118,0.9,0.052,0.05,0.73,0.007
612,TR12B,5/11/2017,7.6,9.1,28,0.8,115,1.1,0.057,0.05,0.97,0.008
613,TR12B,6/12/2017,7.1,8,28.8,6,140,2.8,0.074,0.14,0.7,0.057
614,TR12B,7/13/2017,7.2,8.2,28,3.2,82,0.4,0.037,0.04,0.49,0.004
615,TR12B,8/9/2017,7.4,8.4,29.2,1.4,96,0.7,0.048,0.05,0.28,0.01
616,TR12B,9/8/2017,7.3,8.4,26.4,1.7,91,0.5,0.031,0.04,0.51,0.004
617,TR12B,10/11/2017,7.4,8.4,29.4,1.7,107,0.4,0.05,0.04,0.48,0.009
618,TR12B,11/10/2017,7,9.1,26,1,92,0.7,0.027,0.04,0.55,0.004
619,TR12B,12/8/2017,7.1,10.1,18.7,1,88,0.8,0.03,0.04,0.57,0.004
620,TR12C,1/11/2017,7.5,9,20.7,1.4,97,4.2,0.78,0.22,1.1,0.079
621,TR12C,2/15/2017,7.5,9.6,18.8,4,151,4.1,0.83,0.16,0.92,0.1
622,TR12C,3/9/2017,7.5,8.2,18.3,2.2,166,3.9,0.91,0.2,1.3,0.13
623,TR12C,4/7/2017,7.6,8.3,25.7,2.5,206,4.4,0.74,0.21,1.5,0.28
624,TR12C,5/11/2017,7.4,7.5,27.1,1.5,168,1.7,0.27,0.15,1.6,0.21
625,TR12C,6/12/2017,7.1,5.8,27.8,7.6,240,6.7,0.25,0.23,1.9,0.21
626,TR12C,7/13/2017,7.2,8,29.3,4.2,191,1.8,0.38,0.14,1,0.12
627,TR12C,8/9/2017,7.4,7.8,28.6,3.8,170,1.7,0.5,0.14,0.72,0.09
628,TR12C,9/8/2017,7.2,8.2,26.9,5.4,174,1.2,0.15,0.1,0.92,0.054
629,TR12C,10/11/2017,7.2,7.7,28.9,2.8,183,1.4,0.32,0.13,1,0.11
630,TR12C,11/10/2017,7.1,8.4,26,0.9,172,2.1,0.32,0.15,0.91,0.067
631,TR12C,12/8/2017,7,9.1,19.3,1.4,177,3.7,0.45,0.18,0.94,0.079
632,TR12D,1/11/2017,7.2,9.5,19.6,0.5,51,0.4,0.008,0.02,0.25,0.005
633,TR12D,2/15/2017,7.4,10,18,0.9,54,0.3,0.023,0.02,0.46,0.002
634,TR12D,3/9/2017,8,9.7,17.1,0.7,55,0.5,0.022,0.02,0.57,0.003
635,TR12D,4/7/2017,7.5,8.9,24.2,1.4,70,0.6,0.017,0.02,0.46,0.004
636,TR12D,5/11/2017,7.3,8.3,26.6,0.8,79,0.3,0.013,0.02,0.67,0.002
637,TR12D,6/12/2017,7.1,7.9,27.4,1.5,94,2,0.026,0.05,0.8,0.011
638,TR12D,7/13/2017,7.1,8.3,25.5,1.4,55,0.2,0.017,0.03,0.23,0.002
639,TR12D,8/9/2017,7,8,27.8,0.7,65,0.9,0.021,0.03,0.059,0.003
640,TR12D,9/8/2017,7.1,8.6,24.4,0.7,41,0.3,0.016,0.02,0.25,0.002
641,TR12D,10/11/2017,7,8,27.9,0.6,73,0.1,0.015,0.02,0.18,0.011
642,TR12D,11/10/2017,7.2,8.5,24.2,0.7,54,0.3,0.013,0.02,0.24,0.002
643,TR12D,12/8/2017,6.9,9.6,18.4,0.6,52,0.6,0.008,0.02,0.3,0.002
644,TR12E,1/11/2017,7.7,9,20.5,130,2527,2.3,0.12,0.94,0.64,0.002
645,TR12E,2/15/2017,8,9.6,18.4,15,318,0.2,0.082,0.07,0.71,0.003
646,TR12E,3/9/2017,8,9.2,18.8,670,639,7.7,0.14,2.1,0.79,0.002
647,TR12E,4/7/2017,8.1,8.6,24.3,13,621,1.1,0.13,0.05,0.93,0.004
648,TR12E,5/11/2017,8,8.3,25.3,24,908,0.6,0.072,0.1,0.82,0.009
649,TR12E,6/12/2017,8.1,8,26.5,5.8,671,1.1,0.19,0.04,0.57,0.011
650,TR12E,7/13/2017,8,8.2,27.2,2.6,329,0.4,0.017,0.03,0.73,0.003
651,TR12E,8/9/2017,8.2,8.1,27.3,1.2,630,0.7,0.03,0.02,0.72,0.012
652,TR12E,9/8/2017,7.8,8,26.7,3.6,403,0.9,0.035,0.02,1,0.01
653,TR12E,10/11/2017,8,8.1,26.7,2.2,621,0.2,0.024,0.02,0.49,0.009
654,TR12E,11/10/2017,7.7,8.4,23.8,3.2,406,0.6,0.074,0.03,0.66,0.006
655,TR12E,12/8/2017,7.7,9.2,19.2,2,1038,0.9,0.088,0.03,0.48,0.006
656,TR12F,1/11/2017,7.5,9.3,20,1.8,88,1.3,0.009,0.04,0.36,0.013
657,TR12F,2/15/2017,7.6,9.9,16.9,0.7,86,0.2,0.023,0.03,0.46,0.005
658,TR12F,3/9/2017,7.7,9.4,17.9,0.8,88,0.7,0.033,0.03,0.51,0.008
659,TR12F,4/7/2017,7.5,9,24.1,1.7,105,0.8,0.029,0.05,0.39,0.005
660,TR12F,5/11/2017,7.5,8.5,26.3,1.9,90,0.6,0.024,0.05,0.45,0.006
661,TR12F,6/12/2017,7.3,7.8,27.1,60,113,6.5,0.26,0.27,0.5,0.027
662,TR12F,7/13/2017,7.2,8.3,28.3,1.3,116,0.5,0.03,0.05,0.43,0.005
663,TR12F,8/9/2017,7.1,8.2,27.5,1.7,107,0.3,0.032,0.05,0.12,0.007
664,TR12F,9/8/2017,7.2,8.2,25.8,5.4,107,0.4,0.016,0.05,0.44,0.003
665,TR12F,10/11/2017,7.1,8.1,27,4.4,107,0.2,0.027,0.05,0.13,0.023
666,TR12F,11/10/2017,7.4,8.4,23.7,0.9,87,0.5,0.019,0.03,0.26,0.002
667,TR12F,12/8/2017,6.9,9.7,17.6,0.8,81,0.5,0.022,0.02,0.3,0.004
668,TR12G,1/11/2017,7.3,9,19.4,1.7,61,0.5,0.01,0.03,0.002,0.002
669,TR12G,2/15/2017,7.4,9.7,16.8,0.9,57,0.1,0.016,0.03,0.058,0.002
670,TR12G,3/9/2017,7.6,9,17.2,0.8,63,0.5,0.005,0.02,0.089,0.002
671,TR12G,4/7/2017,7.3,8.4,22.9,1.4,73,0.5,0.008,0.03,0.062,0.004
672,TR12G,5/11/2017,7.1,7.6,25.4,1.1,92,0.6,0.01,0.03,0.09,0.008
673,TR12G,6/12/2017,6.7,7.8,26.6,10,94,1.3,0.024,0.17,0.19,0.008
674,TR12G,7/13/2017,7.1,7.9,26.5,2.2,89,0.3,0.018,0.05,0.1,0.002
675,TR12G,8/9/2017,6.9,7.6,26.5,2.3,86,0.7,0.021,0.05,0.002,0.002
676,TR12G,9/8/2017,7,7.9,25,3,82,0.2,0.016,0.04,0.13,0.002
677,TR12G,10/11/2017,6.9,7.7,26.5,2.1,89,0.1,0.016,0.04,0.005,0.007
678,TR12G,11/10/2017,7.2,8.1,23.5,1.9,75,0.3,0.005,0.03,0.091,0.002
679,TR12G,12/8/2017,6.8,9.4,17.9,1.1,59,0.6,0.014,0.02,0.044,0.002
680,TR12H,1/11/2017,7.3,9.3,19.7,0.6,56,0.8,0.12,0.04,0.72,0.007
681,TR12H,2/15/2017,7.4,9.9,16.4,0.6,61,0.1,0.13,0.04,0.48,0.005
682,TR12H,3/9/2017,7.7,9.5,17.1,0.6,72,1,0.13,0.04,0.85,0.008
683,TR12H,4/7/2017,7.4,8.8,23.7,3.2,91,1.3,0.13,0.05,0.66,0.008
684,TR12H,5/11/2017,7.4,8.3,25.4,0.7,67,0.4,0.062,0.05,0.75,0.01
685,TR12H,6/12/2017,7.1,7.9,26.7,28,123,3.8,0.26,0.11,1.1,0.025
686,TR12H,7/13/2017,7.1,8.2,26.1,1.4,84,0.4,0.03,0.03,0.72,0.006
687,TR12H,8/9/2017,7.1,8,27.4,1.4,89,0.4,0.056,0.04,0.46,0.012
688,TR12H,9/8/2017,7,8.3,25.1,2.3,85,0.4,0.024,0.03,0.53,0.009
689,TR12H,10/11/2017,7.1,8,26.9,7.6,90,0.3,0.034,0.04,0.56,0.011
690,TR12H,11/10/2017,7.3,8.5,23.4,1.4,75,0.5,0.084,0.04,0.63,0.026
691,TR12H,12/8/2017,6.7,9.5,17.5,2.2,69,0.7,0.073,0.04,0.63,0.007
692,TR12I,1/11/2017,7.3,6.2,20.3,8.8,8471,3.2,1.1,0.14,0.83,0.092
693,TR12I,2/15/2017,7.4,8.1,17.3,5.3,6130,1.6,0.9,0.08,0.7,0.1
694,TR12I,3/9/2017,7.4,7.6,18,9.4,6891,2.1,0.87,0.09,1.1,0.12
